content,factor_label,score
aplikasi memudahkan orang pakai tanpa rumit banyak fitur nya juga bisa tf ke bank manapun tidak ada admin nyaa gratis dan bukan pinjol tidak jelas dan dilindungi ojk bank sangat membantu sekali,UP,5
pakai bank sangat mempermudah dalam bertransaksi dan biaya transfer pun gratis apalagi saat ada acara korea di indonesia yang disponsori sama bank lebih mudah saya sudah lumayan lama pakai ini semenjak dahulu saya nonton acara korea dan semoga bank ini ditambahkan lagi fitur yang menarik dan untuk sangat aman untuk teman yang cari karena diawasi sama ojk jadi dari pada pakai abalan lebih baik pakai dari allobank,UP,5
aakk senang banget sih beberapa tahun pakai bank dompet digital yang mudah banget digunain apalagi banyak fitur yang memudahkan dan bikin untung bebas biaya admin buat top up gratis biaya transfer juga dan yang lebih oke banget menunjang kebutuhan jaman terkini karena ada fitur dan instan tunai yang bisa digunain,EU,5
yang menguntungkan mempermudah transaksi tanpa ada biaya admin dapat akan pula tambahan diskon dari bank poinya bisa belanja sekarang bayar nanti pakai registrasi mudah cepat tidak rumit,EU,5
apa ya yang enak pakai bank itu mulai dari transfer gratis isi atau top up e wallet juga ada juga bner simpel nih buat paket data dan listrik dan yang lain simpel dan sangat amat membantu terima kasih bank,UP,5
aplikasi nya bagus terdaftar di ojk pasti aman fitur nya banyak mau bayar apa saja mudah dan cepat bisa nabung deposito dengan aman dan mudah,UP,5
tiap hari dapat sms ditawarin dengan bunga dan promo bla saat mengajukan bahkan ditolak terus kocak,AA,1
saya sudah mengajukan tapi tidak di setujui tolong pihak bank jangan di salahgunakan data saya ya,AR,2
wah mantap ini aman sudah terjamin jangan khwatir sudah ada nya,UP,5
bank punya yang sangat aman dan sudah pasti gratis biaya admin bayar tangihan pulsa paket usaha dan pln,UP,5
senang banget pakai bank soalnya sudah pasti bebas biaya transfer aman untuk dan juga gratis untuk layanan pulsa pln ataupun tagihan lainnya pokoknya rekomendasi banget deh buat teman,UP,5
apa ya yang enak pakai bank itu mulai dari transfer gratis isi atau top up e wallet juga ada juga kalau kekurangan mungkin terkadang suka loading lama jika mau isi pulsa paket data dan listrik itu saja ya semoga kedepan lebih baik lagi semakin meningkat terima kasih bank,UP,5
pelayanan pelanggan bank sangat buat risih tiap hari nelpon suruh cek limit apa di bank wajib paylater,AC,1
bank yang mudah dan simpel banget transaksi jadi lebih mudah pastinya ada gratis transfer antar bank nih fitur layanannya lengkap mulai dari dompet tabungan sampai pinjaman dong,EU,5
bagus banget deh ini bebas biaya transfer atau gratis admin aplikaisi ini juga punya yang aman dilindungi ojk,UP,5
bank memang terbaik deh bebas biaya admin di ini juga ada nyaa dong juga aman gratis biaya admin transfer ke bank manapun guyss terr terbaik,UP,5
untuk masih sering bermasalah dari segi buka menu dan pin tolong segera di lakukan maintenance dengan baik untuk fitur menu sudah mencakup dan ada juga perubahan bintang akan sejalan dengan perkembangan terima kasih,AE,3
ini apalikasi kenapa tidak bisa di gunakan untuk pembayaran paylaternya pas klik tombol lunas muncul iklan dan tidak bisa masuk ke menu selanjutnya untuk melakukan pembayaran tolong di perbaikan aplikasi nya dan di hilangkan iklannya saya mau bayar jadi tidak bisa solusinya bagaimana ini dari pihak bank,AE,1
jujur saya sebagai pengguna lain berasa banget bedanya pakai aplikasi bank selain karena bank punya yang aman dibawah naungan ojk biaya transfernya juga gratis fitur fitur nya juga mudah dimengerti jadi untuk pemula yang mau coba ini gampang tidak rumit sama sekali inget ya juga bukan pinjol gadungan,UP,5
sumpah saya muak saya benci banget kalau bisa saya pengen komentar sejelek tentang aplikasi yang tidak jelas tidak berguna ini masa transper sekarang sampai beberapa jam kemudian saya telpon pelayanan pelanggan alsan antre sampai teman saya gara salah transper sama nomor yang tidak terdaftar di bank bisa ke kirim dimana kalau ada nomor rekening atau nomor yang tidak valid itu harus terjadi pendingan pengiriman dan batal otomatis ditambah cara mengaktifkan susah ke susah di tagih hutang parahh,AA,1
sudah pasti aman tidak ada biaya admin mantap,UP,5
suka banget pakai bank bebas biaya admin kalau mau transfer ke bank manapuunn biasanya yang lain pada pakai biaya admin yang aman banget best deh,UP,5
pada tanggal 4 september saya uninstall aplikasi ini tolong data saya di jaga baik bilamana di salah gunakan saya tidak bertanggung jawab kmren ngajuin tapi tidak lolos atas nama anisa dama yanti mohon jangan menghubungi nomor saya lagi karena aplikasi sudah saya uninstall terima kasih,AR,2
kalau hanya untuk melakukan transaksi seperti beli token listrik beli pulsa transfer uang tarik tunai dan lain lain saya lebih memilih pakai fasilitas mobile banking saja lebih praktis seandainya saya dikasih limit atau pinjaman tunai mungkin saya akan menggunakan ini untuk berbagai transaksi dan itu lebih masuk akal menurut saya,EU,1
saya sangat senang sekali dengan aplikasi ini karena selain mudah aplikasi ini mempunyai yang aman dan di awasi ojk,UP,5
mantap banget bank punya yang aman,UP,5
bank ter oke karena berizin ojk dengan kemudahan di setiap transaksi membuat pengguna merasa nyaman menggunakan ini ayo pakai bank,UP,5
aplikasi ini sangat mudah digunankan dan berguna banget bebas biaya transfer dan gratis biaya admin di bank juga sangat aman dan sudah di lindungi ojk,UP,5
tidak usah telpon lagi buat nawari yang ujung ujungnya tidak di setujui,AA,1
sangat membantu untuk orang menabung dan berbisnis apalagi punya yang aman dan telah dilindungi oleh ojk dan sekian terima kasih,UP,5
bank sangat membantu saya karena bebas biaya admin untuk transaksi apapun adanya yang aman dan dilindungi ojk serta bunganya rendah,UP,5
tidak disetujui tolong janga salah gunakan data saya,AR,1
bank yang aman dan mudah di gunakan serta di awasi dan di lindungi ojk jadi cocok buat kita,UP,5
sangat bagus bebas biaya transfer atau gratis admin,UP,5
bank ini melengkapimu dengan fitur dan instan tunai registrasi yang mudah hanya dengan 5 menit untuk mendaftar secara daring bebas biaya admin tidak ada biaya admin bulanan setoran awal minimum saldo minimum serta gratis biaya transfer ke bank lain menggunakan fitur bi fast bunga yang menarik sesuaikan kebutuhanmu dengan produk tabungan atau deposito digital ayuk buruan unduh aplikasi nya,EU,5
bank aman banget karena dilindungi ojk terus paling kerennya gratis biaya admin jaya selalu deh,UP,5
begini enak mau ajukan pinjaman daring tidak rumit proses apa lagi sudah ojk jadi aman 1 mah,UP,5
gratis admin bukan pinjol dan di lindungi ojk bank ini mempunyai yang aman gratis biaya admin pulsa dan lain lain sudah pasti aman karena dilindungi ojk produk grow ini suda mempunyai bunga besar yang bisa di tarik kapanpun,UP,5
layanan yang bagus dan terlindungi ojk,UP,5
apkasi tidak beres saya menambah akan limit dengan saldo pribadi saya sebesar 5 saya dan berhasil dapat mencair akan saldo sebesar 5 ketika saya mau mengambil kembali saldo pribadi saya kembali tidak bisa keterangan lunasi dahulu baru bisa di mbil kembali berarti sama saja saya mengelolah saldo saya sendiri pembodohan menyesal saya meminjam data saya jadi jelek di dalam padahal pinjaman tidak ada gunanya karena saldo pinjaman pakai saldo saya sendiri,AA,1
bagus membantu sekali untuk aku yang suka transfer karena biaya transfer gratis ke bank manapun dan untuk aku yang suka belanja bank juga menyediakan fitur keren banget sudah begitu sudah ojk lagi aman banget terima kasih bank,UP,5
senang banget sama bank bisa semua kebutuhan tanpa ragu ragu karena sudah diawasi ojk pembayaran juga mudah dan bunganya pun hemat puas deh,CA,5
halo yang bnar saja masa saya di kasih limit kredit 1 ya bukan 1 juta bagai mana saya transaksi pakai limit saja 1 di tambah dari bonus poin 5 jadi total limit 6 bagai mana saya mau gunakan limit kalau hanya 6 tolong dong kasih limit minimal 5,CLA,1
keren banget ini pendaftaran mudah fitur nya lengkap limit saldo besar transfer tanpa biaya admin dan banyak promo menarik lainnya,EU,5
bank sangat membantu transfer ke bank lain gratis tanpa biaya admin dan fitur aman karena diawasi ojk aplikasi nya juga mudah digunakan benar solusi keuangan yang praktis,UP,5
berkali kali diundang melalui sms mendapatkan setelah kami ikuti dan mendaftar ajukan hasilnya isu bohong ditolak b1 saja dahulu b1 b5 adalah sesuai dengan hasil yang diberikan bank untuk nasabahnya kecewa biasa cukup puas dan sangat puas berikut adalah sms yang sering kami terima dari bank dan sering juga menghubungi melalui telpon 1 kali dari hanya untukmu ajukan sekarang limit s di 1jt bisa langsung masuk rekening cek sda ida ioh id lnk ybq6tvk,AA,1
bank sudah dilindungi ojk dan bebas admin ya gratis dijamin aman dan juga bukan pinjol saranku pakai saja deh dijamin amann,UP,5
saya kecewa dengan aplikasi ini sudah mengisi data detail tapi saat mengajukan di tolak kenapa dari pertama saja di tolak sudah isi data detail baru di tolak tolong jangan di salah gunakan data saya karena minta di hapus data tidak bisa aneh ini kekurangan platform pinjol indo,AR,2
halo gaes aplikasi bank ini sangat bagus loh untuk segera didownload dan digunakan karena diallo bank ini bebas biaya tranfer bank juga punya yang aman tentunya untuk para pengguna dan tidak perlu khawatir karena gratis biaya admin bayar tagihan pulsa pln dan paket data,UP,5
pakai bank transfer ke bank lain gratis biaya admin juga aman sudah di awasi ojk pengajuan sat set sat set,UP,5
bank tuh bagus saya sudah beberapa kali mencoba dan lancar saja penggunaan top deh,AP,5
rekomendasi banget buat kalian yang baru pemula karena bank bebas biaya transfer ke bank manapun gratis admin tidak perlu khawatir juga karena bank punya yang aman dan pastinya sudah dilindungi oleh ojk jadi bukan sembarang pinjol tidak jelas ya teman oiya di bank juga bisa bayar tagihan pulsa pln paket data secara gratis tidak ada biaya admin lo gaiss,UP,5
tidak dipercaya untuk pengajuan dana instan dan jadi tolong jangan kirim saya sms penawaran ya perhari ini saya uninstall,AA,2
sangat mudah digunakan dan sesuai apa yang kita butuhkan untuk dan dana pinjam semoga bisa cepat proses pendataan nya,EU,5
menurut saya sih aneh baru saja daftar tapi kok langsung di bekukan kalah jauh dengan atau pun lain nya,AA,1
ini apa sebenar dapat sms berupa di dalam tidak bisa di gunakan tidak berguna,AA,1
yang oke mudah dan aman bebas biaya admin juga sangat menguntungkan,UP,5
yang sangat membantu tersedia fitur yang sangat aman terima kasih bank,UP,5
pinjaman daring yang aman dan mudah tanpa biaya admin dan biaya transfer dapat digunakan kapanpun dan di mana pun juga,EU,5
sangat memudahkan transaksi apapun menggunakan bank sudah ada dan di awasi oleh ojk,UP,5
yang sangat memudahkan konsumen dalam penggunaan dan pembiayaan mau transfer tanpa biaya admin mau bayar tanpa harus pakai uang tunai,EU,5
bank parah pitur ada tapi tidak bisa di gunakan terus poin juga 5 tida bisa di pakai payah,AP,3
rekomed banget soalnya punya banyak sekali fitur yang bagus bukanlah pinjol yang tidak jelas dan yang penting aplikasi ini sudah di awasi ojk,UP,5
aku suka banget pakai bank ini karena bebas biaya tranfer dan gratis admin di era sekarang kapan lagi coba yakan terus bank juga punya yang aman dan terpercaya dan pastinya di awasi ojk,UP,5
gratis biaya transfer dan sangat memuaskan dan ada juga bisa membantu,UP,5
maaf data saya di bank tidak di terima dan untuk data saya tolong di hapus ya dan saya tidak ada pinjaman di bank,AR,1
bank solusi dompet digital yang canggih dengan fitur dan instan tunai menawarkan pengalaman tanpa biaya admin dan bunga yang sangat menarik,EU,5
dapat telpon dari pihak yang mengatas namakan bank buat pengajuan tapi pada saat mau mencoba pengajuan langsung di tolak,AA,1
sarana resmi dan juga aman bukan pinjol abal yang akan membuat rugi dirimu dengan kamu dapat bertransaksi dengan mudah tanpa tambahan biaya admin tentu saja di awasi ojk dan dapat dipastikan aman mau transaksi ke bank pun tanpa biaya admin loh,UP,5
bank paling keren bisa transfer tanpa biaya admin punya yang bunga rendah sama diawasi ojk pokoknya bagus,UP,5
bank sangat mudah dan aman juga bisa sangat membantu kebutuhan kita sehari hari seperti membayar tagihan dan lain,AC,5
kepada pihak bank pertanggal dan bulan ini saya hapus instalan aplikasi ini karena tidak bisa mohon dijaga data diri saya,AR,1
sudah 1 tahun saya menggunakan ini dan sudah pasti aman dan terpercaya karena sudah di awasi oleh ojk dan dan buka pinjol tidak jelas,UP,5
yang mudah untuk digunakan sudah bisa nabung ewalet dan banyak fitur lainnya yang tersedia walaupun kadang masih ada kendala disaat registrasi awal tapi kalau sudah berhasil bank juga gratis transfer ke semua bank jadi makin asyik buat transaksi dan juga bisa nikmati banyak diskon di banyak gerai seperti transmart transtudio coffeebean baskin robbins dan lain lain juga bisa nikmati bisa juga tunai instan pokoknya bank sangat membantu,EU,5
yang aman dan diawasi oleh ojk terus juga ada gratis biaya transfer,UP,5
keren bebas biaya admin dan bisa juga yang sudah di lindungi ojk,UP,5
saya merasa terganggu atas spam telpon yang masuk dari yang selalu nyuruh aktifin pdahal saya tidak ingin mengaktifkan tapi selalu saja setiap hari ada spam telpon dari pdahal aplikasinya saya suka sangat memudahkan saya tapi tolong jangan spam telpon karena itu sangat menganggu apalagi yang sedng bkerja,AA,2
sangat aman dan terjamin dijamin 1 amann,UP,5
bank memiliki layanan yang di awasi ojk dan bank indonesia pastinya amann,UP,5
bank memberikan kemudahan penggunaan dan simpel serta cepat transaksinya banyak fitur menarik di bank seperti transfer gratis topup ewallet dan paylater,EU,5
bank sangat bagus dan cepat sudah terjamin di awasi oleh ojk,UP,5
pakai bank bebas biaya admin keamanan terjamin tidak perlu ragu ragu banyak promo nya cashback dan poinnya ada paket komplet dalam satu aplikasi ui bagus mudah dipahami user awam bagus kerja,UP,5
bank bukan pinjol tidak jelas dan bank mempunyai yang sangat aman,UP,5
bank sangat membantu saya dalam transaksi belanja daring dengan aman,CA,5
pakai bank bebas biaya admin keamanan terjamin tidak perlu ragu ragu banyak promo nya cashback dan poinnya ada paket komplet dalam satu aplikasi ul bagus mudah dipahami user awam bagus kerja sukses terus bank,UP,5
bank sangat aman karena dilindungi oleh ojk dan ada juga,UP,5
salah satu bank digital yang paling worth di tahun ini registrasi cepat 5 menit juga selesai fitur lengkap ada fitur juga tapi yang bikin tambah menarik itu di ini bebas biaya admin mantap pokoknya 1,EU,5
saya baru coba untuk fitur deteksi wajahnya terlalu cepat instruksinya dan akurasi deteksinya dipertanyakan apa wajah saya yang jelek sehingga minta diulang scan wajahnya,AR,4
sistem kurang bagus suka error baru mengajukan langsung di tolak penghapusan data juga tidak ada admint tolong jaga data saya dengan baik hari ini 6 9 4 pengajuan saya di tolak apabila di lain waktu ada transaksi itu bukan tanggung jawab saya terima kasih,AR,1
bank adalah solusi keuangan yang memberikan banyak keuntungan untuk anda nikmati layanan yang aman dan terpercaya bebas dari biaya admin dan transfer ke bank manapun tidak perlu khawatir soal keamanan karena dilindungi oleh ojk berbeda dengan pinjol lainnya dengan grow anda bisa mendapatkan bunga besar dengan fleksibilitas untuk menarik dana kapan saja selain itu nikmati juga gratis biaya admin saat membayar tagihan pulsa pln dan paket data aman dan nyam,UP,5
