content,score,at,platform_type,token,lemmatized,clean,period,topic_no,cluster
dasyatnya marketing sales promo dimana namun besar fungsi dari digital bank ini semua merchant under contruction transaksi dahulu baru fitur ini keluar bagaimana bisa transaksi apapun kalau malfungsion semua sekelas bank kok peluncuran produk tidak siap sama sekali dalam berbisnis sorry ya buang memory saja di hape saya uninstall done,1,2022-05-27 13:11:22,banking,"['dasyatnya', 'marketing', 'sales', 'promo', 'dimana', 'fungsi', 'digital', 'bank', 'merchant', 'under', 'contruction', 'transaksi', 'fitur', 'transaksi', 'apapun', 'malfungsion', 'sekelas', 'bank', 'peluncuran', 'produk', 'berbisnis', 'sorry', 'ya', 'buang', 'memory', 'hape', 'uninstall', 'done']",dasyatnya marketing sales promo mana fungsi digital  merchant under contruction transaksi fitur transaksi apa malfungsion kelas  luncur produk bisnis sorry  buang memory hape uninstall done,dasyatnya marketing sales promo dimana fungsi digital bank merchant under contruction transaksi fitur transaksi apapun malfungsion sekelas bank peluncuran produk berbisnis sorry ya buang memory hape uninstall done,2022-05-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
ini pinjaman daring atau digital bank agak aneh sih kalau digital bank kayaknya tidak kayak yang lain jago jenius dan lain lain tidak ada kartu digital buat payment tapi ada nama bank bahkan ada berita jadi kayak e commerce yang ada imho,2,2022-05-29 9:20:56,banking,"['pinjaman', 'daring', 'digital', 'bank', 'aneh', 'sih', 'digital', 'bank', 'kayaknya', 'kayak', 'jago', 'jenius', 'kartu', 'digital', 'payment', 'nama', 'bank', 'berita', 'kayak', 'e', 'commerce', 'imho']",pinjam daring digital  aneh  digital    jago jenius kartu digital payment nama  berita  e commerce imho,pinjaman daring digital bank aneh sih digital bank kayaknya kayak jago jenius kartu digital payment nama bank berita kayak e commerce imho,2022-05-01,4,4_transaksi mudah_dompet digital_digital dompet_mudah transaksi
saat ajukan jaringan bermasalah selalu begitu sangat mengecewakan,1,2022-06-11 9:13:45,banking,"['ajukan', 'jaringan', 'bermasalah', 'mengecewakan']",ajuk jaring masalah kecewa,ajukan jaringan bermasalah mengecewakan,2022-06-01,-1,Outlier
sebagai pengguna setia bank aku sangat puas dengan layanannya fitur sangat membantu dalam memenuhi kebutuhan mendesak selain itu produk grow juga memberikan keuntungan yang menarik,5,2024-11-15 18:46:26,banking,"['pengguna', 'setia', 'bank', 'puas', 'layanannya', 'fitur', 'membantu', 'memenuhi', 'kebutuhan', 'mendesak', 'produk', 'grow', 'keuntungan', 'menarik']",guna setia  puas layan fitur bantu penuh butuh desak produk grow untung tarik,pengguna setia bank puas layanannya fitur membantu memenuhi kebutuhan mendesak produk grow keuntungan menarik,2024-11-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
terlucu untuk di setujui harus ada syaratnya disuruh transaksi tunai dahulu sebanyak banyaknya agar disetujui hello abang tahu tidak bedanya dan paynow kalau disuruh transaksi tunai buat apa orang ngajuin bayar nanti tunai paynow,1,2024-05-22 11:14:59,banking,"['terlucu', 'setujui', 'syaratnya', 'disuruh', 'transaksi', 'tunai', 'banyaknya', 'disetujui', 'hello', 'abang', 'bedanya', 'paynow', 'disuruh', 'transaksi', 'tunai', 'orang', 'ngajuin', 'bayar', 'tunai', 'paynow']",lucu tuju syarat suruh transaksi tunai banyak tuju hello abang beda paynow suruh transaksi tunai orang ngajuin bayar tunai paynow,terlucu setujui syaratnya disuruh transaksi tunai banyaknya disetujui hello abang bedanya paynow disuruh transaksi tunai orang ngajuin bayar tunai paynow,2024-05-01,-1,Outlier
sekarang mulai ketagihan pakai bank tidak nyangka bisa bebas biaya transfer kemana saja kalau mengajukan juga cepat dan tidak rumit lagi tapi diawasi oleh ojk loh,5,2024-06-19 9:44:20,banking,"['ketagihan', 'pakai', 'bank', 'nyangka', 'bebas', 'biaya', 'transfer', 'kemana', 'mengajukan', 'cepat', 'rumit', 'diawasi', 'ojk', 'loh']",tagih pakai  nyangka bebas biaya transfer mana aju cepat rumit awas ojk loh,ketagihan pakai bank nyangka bebas biaya transfer kemana mengajukan cepat rumit diawasi ojk loh,2024-06-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
dikasih limit tapi pas dicoba pakai transaksi tidak pernah bisa cuma disuruh coba lagi saja terus gimmick saja ternyata,1,2022-08-24 4:21:08,banking,"['dikasih', 'limit', 'pas', 'dicoba', 'pakai', 'transaksi', 'disuruh', 'coba', 'gimmick']",limit pas coba pakai transaksi suruh coba gimmick,dikasih limit pas dicoba pakai transaksi disuruh coba gimmick,2022-08-01,-1,Outlier
kecewa dengan pelayanannya sudah lunas dan terima surat pelunasan namun belum juga di hapus tagihan hingga hari pasca pelunasan dan hanya di minta menunggu oleh pelayanan pelanggannya tanpa kejelasan dan kepastian prosesnya berapa lama banyak teman yang mengeluh hal yang sama juga ternyata,1,2024-05-25 1:04:17,banking,"['kecewa', 'pelayanannya', 'lunas', 'terima', 'surat', 'pelunasan', 'hapus', 'tagihan', 'pasca', 'pelunasan', 'menunggu', 'pelayanan', 'pelanggannya', 'kejelasan', 'kepastian', 'prosesnya', 'teman', 'mengeluh']",kecewa layan lunas  surat lunas hapus tagih pasca lunas tunggu layan langgan jelas pasti proses teman keluh,kecewa pelayanannya lunas terima surat pelunasan hapus tagihan pasca pelunasan menunggu pelayanan pelanggannya kejelasan kepastian prosesnya teman mengeluh,2024-05-01,2,2_tagih bayar_bayar tanggal_bayar tagih_tanggal bayar
ini oke banget digunakan sebagai menyimpan uang selain itu juga bebas biaya admin dan kalau mau narik bakal dapat bunga yang lumayan loh untuk penarikannya pun fleksibel bisa kapan saja wajib di coba sih,5,2024-12-13 17:50:48,banking,"['oke', 'banget', 'menyimpan', 'uang', 'bebas', 'biaya', 'admin', 'narik', 'bunga', 'lumayan', 'loh', 'penarikannya', 'fleksibel', 'wajib', 'coba', 'sih']",oke  simpan uang bebas biaya admin narik bunga lumayan loh tarik fleksibel wajib coba,oke banget menyimpan uang bebas biaya admin narik bunga lumayan loh penarikannya fleksibel wajib coba sih,2024-12-01,-1,Outlier
e wallet yang mudahin pengguna banget bahkan registrasi tidak sampai 5 menit dan ada fitur sekaligus instan tunai,5,2023-04-30 5:05:23,banking,"['e', 'wallet', 'mudahin', 'pengguna', 'banget', 'registrasi', '5', 'menit', 'fitur', 'instan', 'tunai']",e wallet mudahin guna  registrasi 5 menit fitur instan tunai,e wallet mudahin pengguna banget registrasi 5 menit fitur instan tunai,2023-04-01,4,4_transaksi mudah_dompet digital_digital dompet_mudah transaksi
tukang spam selalu di sms padahal aplikasinya sudah di nonaktifin,1,2023-06-06 14:25:02,banking,"['tukang', 'spam', 'sms', 'aplikasinya', 'nonaktifin']",tukang spam sms  nonaktifin,tukang spam sms aplikasinya nonaktifin,2023-06-01,3,3_akun tutup_email layan_spam sms_upgrade akun
kalau pelanggan sudah bilang tidak tertarik ajukan yaudah begitu jangan ditelponin terus maksa dan ganggu banget,1,2024-06-25 4:23:02,banking,"['pelanggan', 'bilang', 'tertarik', 'ajukan', 'yaudah', 'ditelponin', 'maksa', 'ganggu', 'banget']",langgan bilang tarik ajuk yaudah ditelponin maksa ganggu,pelanggan bilang tertarik ajukan yaudah ditelponin maksa ganggu banget,2024-06-01,-1,Outlier
ketemu yang mudah dan terpercaya mah bukan pinjol tidak jelas dan dilindungi ojk kemarin saya coba ternyata gratis biaya admin bayar tagihan pulsa pln paket data,5,2024-12-30 0:16:36,banking,"['ketemu', 'mudah', 'terpercaya', 'mah', 'pinjol', 'dilindungi', 'ojk', 'kemarin', 'coba', 'gratis', 'biaya', 'admin', 'bayar', 'tagihan', 'pulsa', 'pln', 'paket', 'data']",ketemu mudah terpercaya mah pinjol lindung ojk  coba gratis biaya admin bayar tagih   paket data,ketemu mudah terpercaya mah pinjol dilindungi ojk kemarin coba gratis biaya admin bayar tagihan pulsa pln paket data,2024-12-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
perbankan digital yang punya banyak kelebihan dari bebas biaya admin bebas biaya transfer dan bisa juga sudah aman karena diawasi ojk,5,2024-06-07 15:57:03,banking,"['perbankan', 'digital', 'kelebihan', 'bebas', 'biaya', 'admin', 'bebas', 'biaya', 'transfer', 'aman', 'diawasi', 'ojk']",digital lebih bebas biaya admin bebas biaya transfer aman awas ojk,perbankan digital kelebihan bebas biaya admin bebas biaya transfer aman diawasi ojk,2024-06-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
tidak bisa scan ektp selalu bilang koneksi internet bermasalah padahal tidak ada gangguan jadi tidak bisa mengajukan paylater,1,2022-07-27 18:20:27,banking,"['scan', 'ektp', 'bilang', 'koneksi', 'internet', 'bermasalah', 'gangguan', 'mengajukan', 'paylater']",scan ektp bilang koneksi internet masalah ganggu aju,scan ektp bilang koneksi internet bermasalah gangguan mengajukan paylater,2022-07-01,-1,Outlier
awal setujui lalu blokir tanpa alasan yang jelas,1,2024-12-24 3:45:20,banking,"['setujui', 'blokir', 'alasan']",tuju blokir alas,setujui blokir alasan,2024-12-01,18,18_bantu bantu_tuju bantu_bantu mitra_pinjam bantu
bisa melakukan transfer bebas biaya admin ada juga bank yang terpenting pinjol disini bukan pinjol abal sudah dilindungi oleh ojk jika anda punya tagihan pln pulsa dan masih banyak lagi bisa bebas biaya admin,5,2024-09-07 12:04:19,banking,"['transfer', 'bebas', 'biaya', 'admin', 'bank', 'terpenting', 'pinjol', 'pinjol', 'abal', 'dilindungi', 'ojk', 'tagihan', 'pln', 'pulsa', 'bebas', 'biaya', 'admin']",transfer bebas biaya admin  penting pinjol pinjol abal lindung ojk tagih   bebas biaya admin,transfer bebas biaya admin bank terpenting pinjol pinjol abal dilindungi ojk tagihan pln pulsa bebas biaya admin,2024-09-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
sangat membantu kita dalam menggunakan yang aman dan nyaman,5,2024-12-31 0:04:46,banking,"['membantu', 'aman', 'nyaman']",bantu aman nyaman,membantu aman nyaman,2024-12-01,13,13_aman aman_aman_aman milik_amann aman
yang user friendly tinggal ditambah diperbarui dan automatic payment sudah,5,2024-05-23 1:52:36,banking,"['user', 'friendly', 'tinggal', 'ditambah', 'diperbarui', 'automatic', 'payment']",user friendly tinggal tambah baru automatic payment,user friendly tinggal ditambah diperbarui automatic payment,2024-05-01,-1,Outlier
tolong buat penambahan limit bca paylater,5,2024-04-14 13:39:40,banking,"['tolong', 'penambahan', 'limit', 'bca', 'paylater']",tambah limit,tolong penambahan limit bca paylater,2024-04-01,14,14_limit_limit pas_limit limit_limit pakai
pada awal install terkesan lebih modern setelahnya notifikasi pembayaran tidak sesuai waktu aktual transaksi dan tercatat double transaksi di waktu yang berbeda pelayanan pelanggan bca bahkan menutup akun saya dan tidak ada kejelasan lagi bukannya dibereskan bahkan ditutup sepihak telepon pelayanan pelanggan hampir 1 jam cuma ditanya bolak balik dan mohon menunggu konfirmasi,2,2024-07-28 16:35:12,banking,"['install', 'terkesan', 'modern', 'setelahnya', 'notifikasi', 'pembayaran', 'sesuai', 'aktual', 'transaksi', 'tercatat', 'double', 'transaksi', 'berbeda', 'pelayanan', 'pelanggan', 'bca', 'menutup', 'akun', 'kejelasan', 'dibereskan', 'ditutup', 'telepon', 'pelayanan', 'pelanggan', '1', 'jam', 'bolak', 'mohon', 'menunggu', 'konfirmasi']",install kesan modern telah notifikasi bayar sesuai aktual transaksi catat double transaksi beda layan langgan  tutup akun jelas beres tutup telepon layan langgan 1 jam bolak  tunggu konfirmasi,install terkesan modern setelahnya notifikasi pembayaran sesuai aktual transaksi tercatat double transaksi berbeda pelayanan pelanggan bca menutup akun kejelasan dibereskan ditutup telepon pelayanan pelanggan 1 jam bolak mohon menunggu konfirmasi,2024-07-01,-1,Outlier
agak mecewa sih tidak bisa di aktifin padahal data sama pakai bca sudah termasuk lama juga bayar selalu pakai bca dan lancar kok ngajuin paylatet saja susah,1,2024-07-21 6:44:06,banking,"['mecewa', 'sih', 'aktifin', 'data', 'pakai', 'bca', 'bayar', 'pakai', 'bca', 'lancar', 'ngajuin', 'paylatet', 'susah']",mecewa  aktifin data pakai  bayar pakai  lancar ngajuin paylatet susah,mecewa sih aktifin data pakai bca bayar pakai bca lancar ngajuin paylatet susah,2024-07-01,-1,Outlier
saya baru bi checking tidak ada tunggakan dan kredit record bagus kartu kredit lancar limit ratusan juta tapi sudah x ajukan menggunakan dan di tolak tanpa alasan hebat,1,2024-06-20 5:44:22,banking,"['bi', 'checking', 'tunggakan', 'kredit', 'record', 'bagus', 'kartu', 'kredit', 'lancar', 'limit', 'ratusan', 'juta', 'x', 'ajukan', 'tolak', 'alasan', 'hebat']",bi checking tunggak kredit record bagus kartu kredit lancar limit ratus juta x ajuk tolak alas hebat,bi checking tunggakan kredit record bagus kartu kredit lancar limit ratusan juta x ajukan tolak alasan hebat,2024-06-01,-1,Outlier
saya di reject padahal payroll dari sini sudah belasan tahun juga pakai bca tidak guna,1,2023-10-30 11:18:40,banking,"['reject', 'payroll', 'belasan', 'pakai', 'bca']",reject payroll belas pakai,reject payroll belasan pakai bca,2023-10-01,-1,Outlier
terima kasih sudah memberi kesempatan dan kepercayaan dari jadi bisa berbelanja keperluan dan kebutuhan saya juga konsumen saya,5,2023-11-02 8:17:16,banking,"['terima', 'kasih', 'kesempatan', 'kepercayaan', 'berbelanja', 'keperluan', 'kebutuhan', 'konsumen']",sempat percaya belanja perlu butuh konsumen,terima kasih kesempatan kepercayaan berbelanja keperluan kebutuhan konsumen,2023-11-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
diperbarui terbaru yang bagus halobca lebur di kerja bagus ditunggu proses pendaftaran dan cc yang lebih mudah jangan malu nyonto biasa i,5,2024-11-08 15:01:45,banking,"['diperbarui', 'terbaru', 'bagus', 'halobca', 'lebur', 'kerja', 'bagus', 'ditunggu', 'proses', 'pendaftaran', 'cc', 'mudah', 'malu', 'nyonto', 'i']",baru baru bagus halobca lebur kerja bagus tunggu proses daftar cc mudah malu nyonto i,diperbarui terbaru bagus halobca lebur kerja bagus ditunggu proses pendaftaran cc mudah malu nyonto i,2024-11-01,-1,Outlier
tolong ui bagian di perbaiki ini tagihan sisa berapa perlu bayar berapa tagihan apa yang dibayar dan lain lain tidak jelas ada dimana,4,2024-03-23 1:35:21,banking,"['tolong', 'ui', 'perbaiki', 'tagihan', 'sisa', 'bayar', 'tagihan', 'dibayar', 'dimana']",ui baik tagih sisa bayar tagih bayar mana,tolong ui perbaiki tagihan sisa bayar tagihan dibayar dimana,2024-03-01,2,2_tagih bayar_bayar tanggal_bayar tagih_tanggal bayar
bagaimana hilangin unbilled padahal di e statement sudah lunas semua,5,2024-08-06 8:40:24,banking,"['hilangin', 'unbilled', 'e', 'statement', 'lunas']",hilangin unbilled e statement lunas,hilangin unbilled e statement lunas,2024-08-01,-1,Outlier
ada fitur juga sekarang coba daftar bisa tidak ya saya juga nasabah bca,5,2024-09-22 21:34:42,banking,"['fitur', 'coba', 'daftar', 'ya', 'nasabah', 'bca']",fitur coba daftar  nasabah,fitur coba daftar ya nasabah bca,2024-09-01,-1,Outlier
aplikasi nya bagus tampilannya juga keren fitur fitur nya lengkap mau bayar apa saja mudah dan cepat bisa nabung deposito dengan mudah dan aman terdaftar di ojk pasti aman proses pendaftaran dan transaksi juga cepat sukses selalu bank,5,2025-01-07 0:22:36,banking,"['aplikasi', 'nya', 'bagus', 'tampilannya', 'keren', 'fitur', 'fitur', 'nya', 'lengkap', 'bayar', 'mudah', 'cepat', 'nabung', 'deposito', 'mudah', 'aman', 'terdaftar', 'ojk', 'aman', 'proses', 'pendaftaran', 'transaksi', 'cepat', 'sukses', 'bank']",bagus tampil keren fitur fitur  lengkap bayar mudah cepat nabung  mudah aman daftar ojk aman proses daftar transaksi cepat sukses,aplikasi nya bagus tampilannya keren fitur fitur nya lengkap bayar mudah cepat nabung deposito mudah aman terdaftar ojk aman proses pendaftaran transaksi cepat sukses bank,2025-01-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
aplikasi nya bagus tampilannya juga keren terdaftar di ojk pasti aman fitur nya banyak mau bayar apa saja mudah dan cepat bisa nabung deposito dengan aman dan mudah belanja di transmart dengan bank dapat diskon banyak banget keuntungannya rekomendasi banget untuk pakai bank,5,2024-12-30 0:52:55,banking,"['aplikasi', 'nya', 'bagus', 'tampilannya', 'keren', 'terdaftar', 'ojk', 'aman', 'fitur', 'nya', 'bayar', 'mudah', 'cepat', 'nabung', 'deposito', 'aman', 'mudah', 'belanja', 'transmart', 'bank', 'diskon', 'banget', 'keuntungannya', 'rekomendasi', 'banget', 'pakai', 'bank']",bagus tampil keren daftar ojk aman fitur  bayar mudah cepat nabung  aman mudah belanja transmart  diskon  untung rekomendasi  pakai,aplikasi nya bagus tampilannya keren terdaftar ojk aman fitur nya bayar mudah cepat nabung deposito aman mudah belanja transmart bank diskon banget keuntungannya rekomendasi banget pakai bank,2024-12-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
aplikasi nya bagus tampilannya juga keren terdaftar di ojk pasti aman fitur nya banyak mau bayar apa saja mudah dan cepat bisa nabung deposito dengan aman dan mudah belanja di transmart dengan bank dapat diskon banyak banget keuntungannya,5,2024-12-04 18:25:29,banking,"['aplikasi', 'nya', 'bagus', 'tampilannya', 'keren', 'terdaftar', 'ojk', 'aman', 'fitur', 'nya', 'bayar', 'mudah', 'cepat', 'nabung', 'deposito', 'aman', 'mudah', 'belanja', 'transmart', 'bank', 'diskon', 'banget', 'keuntungannya']",bagus tampil keren daftar ojk aman fitur  bayar mudah cepat nabung  aman mudah belanja transmart  diskon  untung,aplikasi nya bagus tampilannya keren terdaftar ojk aman fitur nya bayar mudah cepat nabung deposito aman mudah belanja transmart bank diskon banget keuntungannya,2024-12-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
aplikasi penipu ini saya di whatsapp dapat pas unduh cuma 1ribu masa iya untuk dapat limit harus top up dan kita tukarkan dengan limit itu sama saja saya pakai uang sendiri otomatis hapus instalan hapus data saya,1,2024-12-30 1:54:30,banking,"['aplikasi', 'penipu', 'whatsapp', 'pas', 'unduh', '1ribu', 'iya', 'limit', 'top', 'up', 'tukarkan', 'limit', 'pakai', 'uang', 'otomatis', 'hapus', 'instalan', 'hapus', 'data']",tipu whatsapp pas unduh 1ribu iya limit top up tukar limit pakai uang otomatis hapus instalan hapus data,aplikasi penipu whatsapp pas unduh 1ribu iya limit top up tukarkan limit pakai uang otomatis hapus instalan hapus data,2024-12-01,-1,Outlier
aplikasi nya bagus tampilannya juga keren terdaftar di ojk pasti aman fitur nya banyak mau bayar apa saja mudah dan cepat bisa nabung deposito dengan aman dan mudah belanja di transmart dengan bank dapat diskon banyak banget keuntungannya,5,2024-11-27 19:54:55,banking,"['aplikasi', 'nya', 'bagus', 'tampilannya', 'keren', 'terdaftar', 'ojk', 'aman', 'fitur', 'nya', 'bayar', 'mudah', 'cepat', 'nabung', 'deposito', 'aman', 'mudah', 'belanja', 'transmart', 'bank', 'diskon', 'banget', 'keuntungannya']",bagus tampil keren daftar ojk aman fitur  bayar mudah cepat nabung  aman mudah belanja transmart  diskon  untung,aplikasi nya bagus tampilannya keren terdaftar ojk aman fitur nya bayar mudah cepat nabung deposito aman mudah belanja transmart bank diskon banget keuntungannya,2024-11-01,1,1_awas ojk_ojk aman_lindung ojk_ojk mantap
